id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
hansard_bill-315	0,1	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"
hansard_bill-315	1,3	0	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
2"	0	"0
1
2"	"0
2"	"0
2"
hansard_bill-315	2,0	"1. 0
2. 1"	0	"0
2"	"0
2"	"1. 2
2. 1"	0	"0
1"	0	"0
1"	"0
1"
hansard_bill-315	3,2	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	0	"0
1
2"	"0
2"	"0
1
2"	"0
1"
hansard_bill-36	0,1	"1. 0
2. 1"	0	"1. 0
2. 1"	0	0	0	"0
2"	0	"0
1
2"	"0
1
2"
hansard_bill-36	0,2	"0
2"	"0
2"	"1. 1
2. 0"	"0
1
2"	"0
2"	"0
1
2"	"0
1"	"0
1"	0	"0
2"
hansard_bill-36	1,3	"1. 0
2. 2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	"0
2"	"0
1"	0	"0
2"
hansard_bill-36	2,3	0	"0
2"	0	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
2"	"0
1"
hansard_bill-37	1,0	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	0	"0
1
2"
hansard_bill-37	2,0	"0
2"	"0
2"	"0
1"	0	"1. 0
2. 1"	"0
1"	"0
2"	"0
2"	"1. 1
2. 0"	"0
2"
hansard_bill-37	3,1	0	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
2"	"1 (Argument 1)
2 (Argument"	"0
1
2"
hansard_bill-37	3,2	"0
2"	"0
2"	0	0	"0
2"	"0
2"	"0
1
2"	"0
1
2"	0	"0
1"
hansard_bill-418	0,1	0	"0
2"	0	"0
1"	"1. 1
2. 2"	"0
2"	0	"0
2"	"0
1"	"0
2"
hansard_bill-418	0,2	"0
2"	"0
2"	0	"0
2"	"0
2"	"0
2"	0	"0
1
2"	"0
2"	"0
1"
hansard_bill-418	1,3	"0
2"	"0
1
2"	"0
1"	"0
2"	0	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
1"
hansard_bill-418	2,3	"0
2"	0	"0
1
2"	"0
2"	0	"0
1"	"0
2"	"0
1"	"0
1
2"	"0
1
2"
hansard_bill-47	1,0	"1. 0
2. 2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"1. 0
2. 2"	"0
1
2"	"0
2"	0
hansard_bill-47	1,3	"0
1"	"0
1"	"0
2"	"0
1"	"1. 0
2. 2"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"
hansard_bill-47	2,0	"0
2"	0	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	0
hansard_bill-47	3,2	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"	0
hansard_bill-477	0,1	"0
1"	0	"1. 0
2. 2"	"0
1
2"	0	"0
1
2"	"0
1"	0	"0
1"	0
hansard_bill-477	1,3	"0
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
1"	"0
2"
hansard_bill-477	2,0	"0
2"	"0
1"	"0
1
2"	"0
1
2"	0	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"
hansard_bill-477	2,3	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	0	0	"0
1
2"	"0
1"	0
hansard_bill-499	0,1	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	"1. 2
2. 0"	"0
2"
hansard_bill-499	1,3	0	"0
1
2"	"0
2"	"0
2"	"0
1"	"0
1"	"1. 1
2. 0"	"0
1"	"1: 1
2: 2"	"0
2"
hansard_bill-499	2,0	"0
2"	"0
1
2"	"1. 1
2. 0"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
2"
hansard_bill-499	2,3	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	0	"0
2"	"0
1"	"1. 2
2. 0"	"0
1"
hansard_bill-523	1,0	0	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	0	"0
1"	"0
2"	"0
1
2"
hansard_bill-523	2,0	"0
2"	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	0	"0
2"	"0
2"
hansard_bill-523	2,3	"0
1
2"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"
hansard_bill-523	3,1	"0
2"	"0
1
2"	"0
1
2"	0	"0
2"	"0
2"	"0
2"	"0
1
2"	"1. 0
2. 2"	"0
1"
hansard_bill-567	0,2	"0
2"	"0
1"	0	"0
1"	"0
2"	"0
2"	"0
2"	"0
2"	"1. 2
2. 0"	"0
2"
hansard_bill-567	1,0	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"Argument 1: 1
Argument 2"	"0
1
2"	0	"0
1"	"0
1"
hansard_bill-567	1,3	"0
1"	"0
2"	"0
1"	"0
1
2"	"1. 1
2. 0"	"0
2"	"0
2"	"0
1"	"0
1"	"0
1"
hansard_bill-567	2,3	"1. 2
2. 0"	0	0	"0
2"	0	"0
1"	"0
2"	"0
1
2"	"0
1
2"	"0
2"
hansard_bill-705	0,2	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
2"
hansard_bill-705	1,0	"0
2"	0	"1. 1
2. 0"	"0
1"	"0
1"	"0
1
2"	0	"0
1"	"1. 2
2. 0"	"0
1"
hansard_bill-705	1,3	"1. 0
2. 1"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
1
2"	"0
2"	"1. 0
2. 1"	"0
2"
hansard_bill-705	3,2	"1. 0
2. 1"	"0
2"	"0
2"	"0
1
2"	0	0	"0
1"	"0
1"	"0
2"	"0
1"
hansard_bill-708	0,1	"1. 2
2. 0"	"0
1"	0	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
2"
hansard_bill-708	2,0	"1. 2
2. 0"	0	0	0	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"
hansard_bill-708	2,3	0	"0
1"	"1. 1
2. 0"	0	"0
1"	0	"0
2"	0	0	"0
2"
hansard_bill-708	3,1	0	"0
1"	"1. 1
2. 2"	"0
1"	"0
1"	"0
2"	"1. 0
2. 1"	"0
1"	"1. 0
2. 2"	"0
1"
hansard_bill-825	0,1	"0
2"	"0
2"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
1"
hansard_bill-825	2,0	"0
2"	0	0	"0
1
2"	0	0	"0
1
2"	0	0	"0
2"
hansard_bill-825	3,1	"0
1"	"0
1"	0	"0
2"	"0
1
2"	"0
1"	"0
1"	"0
1"	"1. 0
2. 1"	"0
2"
hansard_bill-825	3,2	"0
1"	"0
2"	"0
2"	0	"0
1"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"
hansard_bill-85	1,0	"1. 1
2. 0"	"0
1
2"	"0
1"	"0
1
2"	"1 (Argument 1)
2 (Argument"	0	"1. 2
2. 0"	0	"0
1"	"0
1
2"
hansard_bill-85	1,3	"0
1"	"0
1"	"0
1"	0	"0
2"	0	"0
1
2"	"0
1"	"0
2"	"0
2"
hansard_bill-85	2,0	"0
2"	"0
1"	"0
2"	0	"0
1"	"0
1
2"	0	"0
2"	"0
1
2"	"0
2"
hansard_bill-85	2,3	0	"0
2"	"1. 0
2. 1"	"0
1"	0	0	"1. 0
2. 1"	"0
1"	0	"0
2"
hansard_bill-850	1,0	0	"0
1"	"0
1"	0	"0
2"	"0
2"	"1. 0
2. 1"	0	"0
2"	"0
2"
hansard_bill-850	1,3	"0
1"	"0
2"	"1. 0
2. 1"	"0
1"	"1. 2
2. 0"	"0
2"	0	"0
2"	0	0
hansard_bill-850	2,0	0	"0
1"	0	"0
2"	"1. 1
2. 0"	"0
1"	"0
2"	0	0	"0
1"
hansard_bill-850	3,2	0	"0
1"	0	"0
2"	"0
1
2"	0	"0
1"	"0
1"	"0
1"	"0
2"
hansard_bill-951	0,1	"0
1
2"	0	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
2"	"0
1"
hansard_bill-951	1,3	"0
1"	"0
1"	"1. 0
2. 1"	"0
1"	"0
1"	"0
1"	0	0	"0
1"	"0
1"
hansard_bill-951	2,0	0	"0
1"	"1 (Argument 1)
2 (Argument"	"0
2"	"1. 1
2. 0"	"0
2"	"0
2"	"0
2"	0	0
hansard_bill-951	2,3	"0
2"	"0
2"	"1. 2
2. 0"	0	0	"0
1"	"0
2"	0	"0
1
2"	"0
1"
hansard_bill-983	0,1	"0
2"	"0
1"	"0
1"	0	"0
1
2"	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1"
hansard_bill-983	0,2	"0
1
2"	"0
1
2"	"1. 0
2. 2"	"0
1"	"0
1
2"	"0
1"	"0
1
2"	0	"0
2"	0
hansard_bill-983	3,1	0	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard_bill-983	3,2	"0
2"	"0
2"	0	"0
2"	0	0	"0
1
2"	"0
2"	"0
2"	"0
1
2"
hansard_bill-984	0,1	"0
2"	"0
1"	"1 (2)
0"	"0
2"	"0
2"	"0
1"	0	"0
1
2"	"1. 2
2. 0"	"0
1
2"
hansard_bill-984	0,2	0	0	0	"0
1"	"1. 2
2. 0"	0	"0
1"	"0
1"	0	"0
1
2"
hansard_bill-984	3,1	"1. 0
2. 2"	"0
1"	0	"0
1"	"0
1"	"0
2"	"0
1"	"0
2"	"1 (2)
2 (1)"	"0
2"
hansard_bill-984	3,2	"1. 2
2. 0"	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"1. 0
2. 2"	"0
2"	"0
1"	"0
1"
hansard_bill-997	0,1	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"1. 0
2. 2"
hansard_bill-997	0,2	"0
1"	"0
1"	"1. 1
2. 0"	0	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1"	"0
1
2"
hansard_bill-997	1,3	"0
1"	"0
2"	"0
1"	"0
2"	0	"0
1"	"1 (2)
2 (1)"	"0
1"	"0
1"	"0
2"
hansard_bill-997	3,2	"0
2"	0	"0
2"	0	"0
2"	"0
1"	"0
1"	"0
1"	"1. 1
2. 0"	"0
2"
